round,train_loss,eval_loss,eta
86,2.005102,1.998985,0.00207893
87,2.005033,1.998921,0.00197993
87,2.005033,1.998921,0.00207893
88,2.005033,1.998921,0.00207893
89,2.004983,1.998874,0.00197993
90,2.004972,1.998864,0.00188565
90,2.004972,1.998864,0.00179586
91,2.004972,1.998864,0.00179586
92,2.004919,1.998813,0.00171034
92,2.004919,1.998813,0.00179586
93,2.004919,1.998813,0.00188565
94,2.004919,1.998813,0.00197993
95,2.004883,1.998778,0.00197993
95,2.004883,1.998778,0.00207893
96,2.004883,1.998778,0.00207893
97,2.004883,1.998778,0.00207893
98,2.004832,1.998724,0.00207893
98,2.004832,1.998724,0.00197993
99,2.004832,1.998724,0.00197993
100,2.004809,1.998700,0.00188565
101,2.004792,1.998684,0.00197993
101,2.004792,1.998684,0.00188565
102,2.004792,1.998684,0.00188565
103,2.004775,1.998667,0.00179586
104,2.004750,1.998642,0.00171034
105,2.004742,1.998635,0.00179586
105,2.004742,1.998635,0.00188565
106,2.004742,1.998635,0.00188565
107,2.004707,1.998599,0.00179586
108,2.004677,1.998568,0.00171034
109,2.004658,1.998549,0.00179586
109,2.004658,1.998549,0.00188565
110,2.004658,1.998549,0.00197993
111,2.004623,1.998516,0.00197993
112,2.004614,1.998508,0.00188565
112,2.004614,1.998508,0.00179586
113,2.004614,1.998508,0.00188565
114,2.004590,1.998486,0.00188565
114,2.004590,1.998486,0.00179586
115,2.004590,1.998486,0.00188565
116,2.004590,1.998486,0.00197993
117,2.004553,1.998452,0.00197993
117,2.004553,1.998452,0.00188565
118,2.004553,1.998452,0.00188565
119,2.004553,1.998452,0.00188565
120,2.004484,1.998388,0.00188565
120,2.004484,1.998388,0.00197993
121,2.004484,1.998388,0.00197993
122,2.004472,1.998376,0.00188565
123,2.004444,1.998352,0.00179586
123,2.004444,1.998352,0.00188565
124,2.004444,1.998352,0.00197993
125,2.004399,1.998302,0.00197993
125,2.004399,1.998302,0.00188565
126,2.004399,1.998302,0.00179586
127,2.004399,1.998302,0.00188565
128,2.004381,1.998285,0.00188565
128,2.004381,1.998285,0.00179586
129,2.004381,1.998285,0.00179586
130,2.004381,1.998285,0.00179586
131,2.004368,1.998273,0.00179586
131,2.004368,1.998273,0.00179586
132,2.004368,1.998273,0.00179586
133,2.004346,1.998250,0.00188565
134,2.004330,1.998232,0.00188565
134,2.004330,1.998232,0.00188565
135,2.004330,1.998232,0.00197993
136,2.004276,1.998177,0.00197993
136,2.004276,1.998177,0.00197993
137,2.004276,1.998177,0.00207893
138,2.004276,1.998177,0.00218287
139,2.004225,1.998124,0.00218287
139,2.004225,1.998124,0.00229202
140,2.004225,1.998124,0.00229202
141,2.004225,1.998124,0.00229202
142,2.004198,1.998099,0.00229202
142,2.004198,1.998099,0.00229202
143,2.004198,1.998099,0.00229202
144,2.004151,1.998052,0.00240662
145,2.004105,1.998002,0.00252695
145,2.004105,1.998002,0.0026533
146,2.004105,1.998002,0.0026533
147,2.004086,1.997983,0.0026533
147,2.004086,1.997983,0.00278596
148,2.004086,1.997983,0.00278596
149,2.004086,1.997983,0.00278596
150,2.003972,1.997874,0.00278596
150,2.003972,1.997874,0.00292526
151,2.003972,1.997874,0.00307152
152,2.003972,1.997874,0.0032251
153,2.003817,1.997723,0.0032251
153,2.003817,1.997723,0.00307152
154,2.003817,1.997723,0.0032251
155,2.003785,1.997688,0.0032251
156,2.003718,1.997620,0.00338635
157,2.003607,1.997514,0.00355567
157,2.003607,1.997514,0.00373346
158,2.003607,1.997514,0.00373346
159,2.003505,1.997412,0.00355567
159,2.003505,1.997412,0.00373346
160,2.003505,1.997412,0.00392013
161,2.003505,1.997412,0.00411614
162,2.003442,1.997356,0.00411614
162,2.003442,1.997356,0.00392013
163,2.003442,1.997356,0.00411614
164,2.003442,1.997356,0.00432194
165,2.003330,1.997242,0.00432194
165,2.003330,1.997242,0.00411614
166,2.003330,1.997242,0.00411614
167,2.003161,1.997078,0.00392013
168,2.003134,1.997045,0.00373346
168,2.003134,1.997045,0.00392013
169,2.003134,1.997045,0.00411614
170,2.003046,1.996953,0.00411614
170,2.003046,1.996953,0.00432194
171,2.003046,1.996953,0.00453804
172,2.003046,1.996953,0.00476494
173,2.003031,1.996937,0.00476494
173,2.003031,1.996937,0.00500319
174,2.003031,1.996937,0.00525335
175,2.002923,1.996827,0.00551602
176,2.002849,1.996739,0.00551602
176,2.002849,1.996739,0.00579182
177,2.002849,1.996739,0.00608141
178,2.002744,1.996645,0.00608141
178,2.002744,1.996645,0.00579182
179,2.002744,1.996645,0.00608141
180,2.002744,1.996645,0.00638548
180,2.002744,1.996645,0.00638548
181,2.002681,1.996589,0.00638548
181,2.002681,1.996589,0.00638548
182,2.002555,1.996467,0.00638548
182,2.002555,1.996467,0.00638548
183,2.002448,1.996358,0.00638548
183,2.002448,1.996358,0.00638548
184,2.002344,1.996246,0.00638548
184,2.002344,1.996246,0.00638548
185,2.002176,1.996083,0.00638548
185,2.002176,1.996083,0.00638548
186,2.002024,1.995917,0.00638548
186,2.002024,1.995917,0.00638548
187,2.001897,1.995806,0.00638548
187,2.001897,1.995806,0.00638548
188,2.001818,1.995725,0.00638548
188,2.001818,1.995725,0.00638548
189,2.001723,1.995630,0.00638548
189,2.001723,1.995630,0.00638548
190,2.001642,1.995543,0.00638548
190,2.001642,1.995543,0.00638548
191,2.001543,1.995443,0.00638548
191,2.001543,1.995443,0.00638548
192,2.001367,1.995271,0.00638548
192,2.001367,1.995271,0.00638548
193,2.001234,1.995139,0.00638548
193,2.001234,1.995139,0.00638548
194,2.001066,1.994971,0.00638548
194,2.001066,1.994971,0.00638548
195,2.000890,1.994801,0.00638548
195,2.000890,1.994801,0.00638548
196,2.000829,1.994754,0.00638548
196,2.000829,1.994754,0.00638548
197,2.000743,1.994672,0.00638548
197,2.000743,1.994672,0.00638548
198,2.000602,1.994526,0.00638548
198,2.000602,1.994526,0.00638548
199,2.000411,1.994341,0.00638548
199,2.000411,1.994341,0.00638548
200,2.000293,1.994223,0.00638548
200,2.000293,1.994223,0.00638548
201,2.000077,1.994002,0.00638548
201,2.000077,1.994002,0.00638548
202,1.999985,1.993902,0.00638548
202,1.999985,1.993902,0.00638548
203,1.999668,1.993591,0.00638548
203,1.999668,1.993591,0.00638548
204,1.999583,1.993503,0.00638548
