round,train_loss,eval_loss,eta
89,2.004208,1.998093,0.00373346
90,2.004177,1.998066,0.00392013
90,2.004177,1.998066,0.00373346
91,2.004177,1.998066,0.00373346
92,2.004072,1.997956,0.00392013
93,2.003961,1.997852,0.00373346
94,2.003868,1.997767,0.00355567
94,2.003868,1.997767,0.00338635
95,2.003868,1.997767,0.00355567
96,2.003800,1.997702,0.00355567
96,2.003800,1.997702,0.00338635
97,2.003800,1.997702,0.00355567
98,2.003792,1.997694,0.00338635
99,2.003738,1.997643,0.00338635
99,2.003738,1.997643,0.00355567
100,2.003738,1.997643,0.00373346
101,2.003659,1.997569,0.00373346
101,2.003659,1.997569,0.00392013
102,2.003659,1.997569,0.00411614
103,2.003533,1.997446,0.00411614
104,2.003505,1.997419,0.00392013
104,2.003505,1.997419,0.00373346
105,2.003505,1.997419,0.00392013
106,2.003469,1.997380,0.00392013
106,2.003469,1.997380,0.00373346
107,2.003469,1.997380,0.00373346
108,2.003392,1.997299,0.00392013
109,2.003375,1.997287,0.00411614
110,2.003293,1.997208,0.00392013
110,2.003293,1.997208,0.00411614
111,2.003293,1.997208,0.00432194
112,2.003223,1.997146,0.00432194
112,2.003223,1.997146,0.00411614
113,2.003223,1.997146,0.00432194
114,2.003104,1.997033,0.00432194
115,2.003030,1.996965,0.00411614
115,2.003030,1.996965,0.00392013
116,2.003030,1.996965,0.00411614
117,2.002974,1.996903,0.00411614
117,2.002974,1.996903,0.00392013
118,2.002974,1.996903,0.00411614
119,2.002901,1.996828,0.00411614
120,2.002857,1.996785,0.00432194
120,2.002857,1.996785,0.00411614
121,2.002857,1.996785,0.00411614
122,2.002733,1.996651,0.00432194
122,2.002733,1.996651,0.00453804
123,2.002733,1.996651,0.00453804
124,2.002534,1.996459,0.00476494
125,2.002520,1.996446,0.00500319
126,2.002483,1.996412,0.00525335
126,2.002483,1.996412,0.00500319
127,2.002483,1.996412,0.00525335
128,2.002446,1.996374,0.00525335
128,2.002446,1.996374,0.00500319
129,2.002446,1.996374,0.00500319
130,2.002376,1.996313,0.00525335
131,2.002177,1.996128,0.00551602
131,2.002177,1.996128,0.00579182
132,2.002177,1.996128,0.00579182
133,2.002072,1.996031,0.00608141
133,2.002072,1.996031,0.00579182
134,2.002072,1.996031,0.00608141
135,2.002028,1.995989,0.00608141
136,2.001923,1.995883,0.00638548
137,2.001833,1.995805,0.00608141
137,2.001833,1.995805,0.00638548
138,2.001833,1.995805,0.00638548
139,2.001638,1.995603,0.00670475
139,2.001638,1.995603,0.00703999
140,2.001638,1.995603,0.00703999
141,2.001568,1.995526,0.00739199
142,2.001454,1.995414,0.00776159
142,2.001454,1.995414,0.00814967
143,2.001454,1.995414,0.00814967
144,2.001175,1.995127,0.00855715
144,2.001175,1.995127,0.00814967
145,2.001175,1.995127,0.00855715
146,2.000995,1.994941,0.00855715
147,2.000922,1.994873,0.00814967
148,2.000753,1.994708,0.00855715
148,2.000753,1.994708,0.00814967
149,2.000753,1.994708,0.00855715
150,2.000600,1.994547,0.00855715
150,2.000600,1.994547,0.00814967
151,2.000600,1.994547,0.00855715
152,2.000487,1.994440,0.00855715
153,2.000383,1.994351,0.00814967
153,2.000383,1.994351,0.00776159
154,2.000383,1.994351,0.00776159
155,2.000201,1.994171,0.00814967
155,2.000201,1.994171,0.00776159
156,2.000201,1.994171,0.00814967
157,2.000100,1.994066,0.00814967
157,2.000100,1.994066,0.00776159
158,2.000100,1.994066,0.00814967
158,2.000100,1.994066,0.00814967
159,2.000100,1.994066,0.00855715
159,2.000100,1.994066,0.00855715
160,2.000100,1.994066,0.00898501
160,2.000100,1.994066,0.00898501
161,2.000100,1.994066,0.00943426
162,2.000100,1.994066,0.00990597
162,2.000100,1.994066,0.00990597
163,2.000100,1.994066,0.0104013
163,2.000100,1.994066,0.0104013
164,2.000100,1.994066,0.0109213
164,2.000100,1.994066,0.0109213
165,2.000100,1.994066,0.0114674
166,2.000100,1.994066,0.0120408
166,2.000100,1.994066,0.0120408
167,2.000100,1.994066,0.0126428
167,2.000100,1.994066,0.0126428
168,2.000100,1.994066,0.0120408
168,2.000100,1.994066,0.0120408
169,2.000100,1.994066,0.0114674
170,1.999974,1.993933,0.0114674
170,1.999974,1.993933,0.0109213
171,1.999974,1.993933,0.0104013
171,1.999974,1.993933,0.0104013
172,1.999974,1.993933,0.00990597
172,1.999974,1.993933,0.00990597
173,1.999974,1.993933,0.00943426
173,1.999974,1.993933,0.00943426
174,1.999974,1.993933,0.00898501
175,1.999974,1.993933,0.00855715
175,1.999974,1.993933,0.00855715
176,1.999974,1.993933,0.00814967
176,1.999974,1.993933,0.00814967
177,1.999974,1.993933,0.00776159
177,1.999974,1.993933,0.00776159
178,1.999974,1.993933,0.00739199
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
179,1.999974,1.993933,0.00703999
